Position: x = 0.00240719, y = 0.00485368
Position: x = -0.82916, y = -6.69189
Position: x = -0.829162, y = -6.69189
Position: x = -0.829164, y = -6.69188
Position: x = -0.829164, y = -6.69188
Position: x = -0.829166, y = -6.69188
Position: x = -0.829167, y = -6.69188
Position: x = -0.829168, y = -6.69187
Position: x = -0.829169, y = -6.69187
Position: x = -0.82917, y = -6.69187
Position: x = -0.82917, y = -6.69187
Position: x = -0.829171, y = -6.69186
Position: x = -0.829171, y = -6.69186
Position: x = -0.829171, y = -6.69186
Position: x = -0.829171, y = -6.69185
Position: x = -0.829172, y = -6.69185
Position: x = -0.829172, y = -6.69185
Position: x = -0.829172, y = -6.69184
Position: x = -0.829172, y = -6.69184
Position: x = -0.829172, y = -6.69184
Position: x = -0.829172, y = -6.69183
Position: x = -0.829172, y = -6.69183
Position: x = -0.829172, y = -6.69182
Position: x = -0.829172, y = -6.69182
Position: x = -0.829173, y = -6.69182
Position: x = -0.829173, y = -6.69181
Position: x = -0.829174, y = -6.6918
Position: x = -0.829175, y = -6.6918
Position: x = -0.829177, y = -6.69179
Position: x = -0.829178, y = -6.69178
Position: x = -0.82918, y = -6.69178
Position: x = -0.829183, y = -6.69177
Position: x = -0.829186, y = -6.69176
Position: x = -0.829189, y = -6.69176
Position: x = -0.829192, y = -6.69175
Position: x = -0.829196, y = -6.69174
Position: x = -0.829203, y = -6.69173
Position: x = -0.829211, y = -6.69172
Position: x = -0.829219, y = -6.6917
Position: x = -0.829227, y = -6.69169
Position: x = -0.829235, y = -6.69168
Position: x = -0.829243, y = -6.69167
Position: x = -0.829252, y = -6.69166
Position: x = -0.82926, y = -6.69165
Position: x = -0.829269, y = -6.69163
Position: x = -0.829278, y = -6.69162
Position: x = -0.829287, y = -6.69161
Position: x = -0.829298, y = -6.6916
Position: x = -0.829309, y = -6.69158
Position: x = -0.82932, y = -6.69157
Position: x = -0.829331, y = -6.69156
Position: x = -0.829343, y = -6.69154
Position: x = -0.829355, y = -6.69153
Position: x = -0.829367, y = -6.69152
Position: x = -0.829379, y = -6.69151
Position: x = -0.829391, y = -6.6915
Position: x = -0.829403, y = -6.69149
Position: x = -0.829415, y = -6.69148
Position: x = -0.829427, y = -6.69146
Position: x = -0.829439, y = -6.69145
Position: x = -0.82945, y = -6.69144
Position: x = -0.829462, y = -6.69143
Position: x = -0.829474, y = -6.69142
Position: x = -0.829486, y = -6.69141
Position: x = -0.829498, y = -6.69139
Position: x = -0.82951, y = -6.69138
Position: x = -0.829522, y = -6.69137
Position: x = -0.829534, y = -6.69136
